Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples,
486,11891,0,0,0,149111586,7437940,13383516,0,0,
487,11904,0,0,0,149341380,7449533,13404377,0,0,
488,11913,0,0,0,149472981,7456546,13416998,0,0,
489,11924,0,0,0,149782533,7472444,13445609,0,0,
490,11938,0,0,0,149931596,7480382,13459893,0,0,
491,11951,0,0,0,150167196,7492399,13481517,0,0,
492,11962,0,0,0,150309819,7499445,13494195,0,0,
493,11977,0,0,0,150685646,7518440,13528380,0,0,
494,11986,0,0,0,150772201,7522352,13535418,0,0,
495,12003,0,0,0,151108997,7539215,13565765,0,0,
496,12014,0,0,0,151183710,7542801,13572215,0,0,
497,12027,0,0,0,151402744,7554007,13592380,0,0,
498,12037,0,0,0,151513536,7559504,13602271,0,0,
499,12047,0,0,0,151641614,7565587,13613217,0,0,
500,12062,0,0,0,151782527,7572399,13625472,0,0,
501,12070,0,0,0,151886933,7577445,13634551,0,0,
502,12090,0,0,0,152134382,7589641,13656495,0,0,
503,12106,0,0,0,152340585,7600096,13675308,0,0,
504,12117,0,0,0,152486897,7607273,13688222,0,0,
505,12130,0,0,0,152764206,7621787,13714343,0,0,
506,12144,0,0,0,152973806,7632411,13733459,0,0,
507,12162,0,0,0,153192402,7643421,13753271,0,0,
508,12171,0,0,0,153261105,7646787,13759324,0,0,
509,12188,0,0,0,153536410,7660220,13783498,0,0,
510,12201,0,0,0,153656696,7665959,13793823,0,0,
511,12211,0,0,0,153743229,7670401,13801812,0,0,
512,12227,0,0,0,153983196,7682763,13824058,0,0,
513,12238,0,0,0,154102842,7688729,13834793,0,0,
514,12255,0,0,0,154393116,7703883,13862064,0,0,
515,12266,0,0,0,154529025,7710703,13874336,0,0,
516,12284,0,0,0,154698046,7718843,13888979,0,0,
517,12297,0,0,0,154874805,7728066,13905574,0,0,
518,12309,0,0,0,155132702,7741836,13930356,0,0,
519,12329,0,0,0,155324974,7751533,13947802,0,0,
520,12343,0,0,0,155489804,7760193,13963386,0,0,
521,12356,0,0,0,155725169,7772087,13984789,0,0,
522,12363,0,0,0,155792379,7775456,13990852,0,0,
523,12382,0,0,0,156024094,7786774,14011218,0,0,
524,12403,0,0,0,156264612,7799380,14033902,0,0,
525,12413,0,0,0,156494730,7810109,14053210,0,0,
526,12429,0,0,0,156656666,7817879,14067190,0,0,
527,12443,0,0,0,156861733,7827950,14085314,0,0,
528,12456,0,0,0,157095851,7839580,14106243,0,0,
529,12467,0,0,0,157270255,7848575,14122430,0,0,
530,12484,0,0,0,157640026,7865797,14153422,0,0,
531,12497,0,0,0,157760103,7871713,14164065,0,0,
532,12510,0,0,0,157954376,7880974,14180731,0,0,
533,12523,0,0,0,158260648,7896399,14208490,0,0,
534,12531,0,0,0,158345004,7900556,14215969,0,0,
535,12532,0,0,0,158387322,7902816,14220037,0,0,
536,12549,0,0,0,158510997,7908369,14230024,0,0,
537,12563,0,0,0,158708213,7918291,14247879,0,0,
538,12576,0,0,0,159035749,7935212,14278333,0,0,
539,12587,0,0,0,159172619,7942187,14290884,0,0,
540,12597,0,0,0,159282544,7947586,14300599,0,0,
541,12607,0,0,0,159417300,7953999,14312139,0,0,
542,12614,0,0,0,159499910,7958175,14319653,0,0,
543,12624,0,0,0,159600419,7962875,14328108,0,0,
544,12634,0,0,0,159686732,7966795,14335160,0,0,
545,12639,0,0,0,159741786,7969491,14340011,0,0,
546,12652,0,0,0,159861486,7975189,14350263,0,0,
547,12660,0,0,0,160040230,7984427,14366888,0,0,
548,12670,0,0,0,160191338,7991869,14380280,0,0,
549,12680,0,0,0,160285600,7995955,14387632,0,0,
550,12692,0,0,0,160611603,8011583,14415758,0,0,
551,12705,0,0,0,160856687,8024133,14438342,0,0,
552,12717,0,0,0,161017298,8032155,14452778,0,0,
553,12730,0,0,0,161268094,8044936,14475779,0,0,
554,12738,0,0,0,161398691,8051515,14487617,0,0,
555,12763,0,0,0,161733045,8067908,14517115,0,0,
556,12770,0,0,0,161838203,8072828,14525968,0,0,
557,12781,0,0,0,161933047,8077444,14534272,0,0,
558,12793,0,0,0,162111173,8086531,14550625,0,0,
559,12805,0,0,0,162252514,8093571,14563290,0,0,
560,12817,0,0,0,162490147,8105485,14584729,0,0,
561,12830,0,0,0,162698925,8116207,14604023,0,0,
562,12839,0,0,0,162781426,8119939,14610737,0,0,
563,12842,0,0,0,162823304,8121750,14613996,0,0,
564,12860,0,0,0,163088202,8135356,14638479,0,0,
565,12871,0,0,0,163245226,8143125,14652459,0,0,
566,12883,0,0,0,163439155,8152766,14669808,0,0,
567,12894,0,0,0,163688975,8165097,14692000,0,0,
568,12902,0,0,0,163830697,8172343,14705039,0,0,
569,12914,0,0,0,163980804,8179620,14718134,0,0,
570,12925,0,0,0,164275494,8195029,14745866,0,0,
571,12935,0,0,0,164371389,8199392,14753716,0,0,
572,12945,0,0,0,164545622,8208428,14769977,0,0,
573,12957,0,0,0,164686591,8215622,14782921,0,0,
574,12965,0,0,0,164762746,8219247,14789443,0,0,
575,12972,0,0,0,164885750,8225642,14800950,0,0,
576,12982,0,0,0,165070916,8234919,14817644,0,0,
577,12994,0,0,0,165248369,8244013,14834010,0,0,
578,13002,0,0,0,165419592,8252683,14849614,0,0,
579,13014,0,0,0,165521736,8257511,14858300,0,0,
580,13029,0,0,0,165699127,8266227,14873982,0,0,
581,13047,0,0,0,165991551,8279961,14898697,0,0,
582,13053,0,0,0,166066944,8283542,14905141,0,0,
583,13062,0,0,0,166333095,8297453,14930177,0,0,
584,13074,0,0,0,166524088,8306540,14946529,0,0,
585,13083,0,0,0,166709174,8315796,14963186,0,0,
586,13093,0,0,0,166874731,8324278,14978449,0,0,
587,13103,0,0,0,166963622,8328590,14986205,0,0,
588,13111,0,0,0,167087108,8334873,14997511,0,0,
589,13122,0,0,0,167293440,8344844,15015453,0,0,
590,13135,0,0,0,167516114,8355887,15035324,0,0,
591,13141,0,0,0,167599464,8359909,15042561,0,0,
592,13147,0,0,0,167633118,8361147,15044786,0,0,
593,13160,0,0,0,167814641,8369910,15060555,0,0,
594,13168,0,0,0,167910257,8374873,15069485,0,0,
595,13183,0,0,0,168182730,8387851,15092838,0,0,
596,13194,0,0,0,168328529,8394965,15105638,0,0,
597,13200,0,0,0,168523339,8405377,15124377,0,0,
598,13205,0,0,0,168581999,8408156,15129376,0,0,
599,13220,0,0,0,168770045,8417680,15146513,0,0,
600,13224,0,0,0,168831134,8420607,15151779,0,0,
601,13234,0,0,0,168915039,8424507,15158795,0,0,
602,13242,0,0,0,169019447,8429843,15168396,0,0,
603,13248,0,0,0,169152209,8436318,15180048,0,0,
604,13254,0,0,0,169204197,8438806,15184524,0,0,
605,13263,0,0,0,169337238,8445510,15196587,0,0,
606,13269,0,0,0,169419543,8449577,15203905,0,0,
607,13274,0,0,0,169529061,8455132,15213901,0,0,
608,13284,0,0,0,169630321,8460111,15222858,0,0,
609,13291,0,0,0,169709896,8463858,15229599,0,0,
610,13295,0,0,0,169763447,8466543,15234430,0,0,
611,13303,0,0,0,169901806,8472995,15246041,0,0,
612,13313,0,0,0,170040034,8479942,15258542,0,0,
613,13322,0,0,0,170167377,8486196,15269796,0,0,
614,13330,0,0,0,170239763,8489687,15276077,0,0,
615,13344,0,0,0,170407117,8497674,15290448,0,0,
616,13354,0,0,0,170533058,8503824,15301513,0,0,
617,13364,0,0,0,170688866,8511388,15315125,0,0,
618,13373,0,0,0,170788886,8516078,15323563,0,0,
619,13388,0,0,0,170886197,8520573,15331647,0,0,
620,13392,0,0,0,170986145,8525797,15341048,0,0,
621,13400,0,0,0,171107520,8531415,15351157,0,0,
622,13413,0,0,0,171376621,8545178,15375927,0,0,
623,13425,0,0,0,171605198,8556339,15396012,0,0,
624,13436,0,0,0,171792910,8565548,15412583,0,0,
625,13443,0,0,0,171823503,8566987,15415168,0,0,
626,13456,0,0,0,171953600,8573350,15426616,0,0,
627,13466,0,0,0,172058317,8578441,15435775,0,0,
628,13473,0,0,0,172137479,8582140,15442431,0,0,
629,13483,0,0,0,172238351,8586695,15450625,0,0,
630,13488,0,0,0,172342481,8592287,15460688,0,0,
631,13496,0,0,0,172580932,8604935,15483452,0,0,
632,13501,0,0,0,172625772,8607243,15487604,0,0,
633,13509,0,0,0,172795366,8616010,15503382,0,0,
634,13516,0,0,0,172877953,8619702,15510025,0,0,
635,13529,0,0,0,173049120,8628763,15526329,0,0,
636,13536,0,0,0,173156634,8634391,15536456,0,0,
637,13543,0,0,0,173310497,8641649,15549517,0,0,
638,13552,0,0,0,173408016,8646025,15557390,0,0,
639,13558,0,0,0,173492408,8649383,15563432,0,0,
640,13563,0,0,0,173541334,8651735,15567663,0,0,
641,13571,0,0,0,173653795,8657343,15577754,0,0,
642,13577,0,0,0,173733662,8661402,15585058,0,0,
643,13583,0,0,0,173820141,8665500,15592433,0,0,
644,13589,0,0,0,173898048,8669598,15599807,0,0,
645,13598,0,0,0,174015228,8675250,15609976,0,0,
646,13603,0,0,0,174082366,8678706,15616194,0,0,
647,13611,0,0,0,174240023,8686106,15629510,0,0,
648,13616,0,0,0,174299510,8689189,15635058,0,0,
649,13620,0,0,0,174328455,8690476,15637374,0,0,
650,13625,0,0,0,174401839,8693543,15642892,0,0,
651,13630,0,0,0,174512858,8699020,15652748,0,0,
652,13635,0,0,0,174628173,8704790,15663131,0,0,
653,13642,0,0,0,174705401,8708477,15669766,0,0,
654,13645,0,0,0,174769240,8711893,15675913,0,0,
655,13653,0,0,0,174890718,8717566,15686121,0,0,
656,13664,0,0,0,174984034,8721700,15693557,0,0,
657,13668,0,0,0,175047487,8724924,15699359,0,0,
658,13674,0,0,0,175106305,8727600,15704172,0,0,
659,13676,0,0,0,175161791,8730407,15709223,0,0,
660,13676,0,0,0,175161791,8730407,15709223,0,0,
661,13681,0,0,0,175215743,8732877,15713667,0,0,
662,13683,0,0,0,175235469,8733710,15715166,0,0,
663,13690,0,0,0,175357384,8739404,15725411,0,0,
664,13694,0,0,0,175470462,8745016,15735510,0,0,
665,13697,0,0,0,175508927,8746529,15738232,0,0,
666,13701,0,0,0,175559702,8748856,15742420,0,0,
667,13704,0,0,0,175574299,8749516,15743606,0,0,
668,13708,0,0,0,175627766,8752336,15748681,0,0,
669,13709,0,0,0,175644171,8753118,15750088,0,0,
670,13712,0,0,0,175683734,8754862,15753226,0,0,
671,13714,0,0,0,175691553,8755231,15753890,0,0,
672,13715,0,0,0,175694882,8755402,15754197,0,0,
673,13715,0,0,0,175694882,8755402,15754197,0,0,
674,13718,0,0,0,175771233,8759438,15761460,0,0,
675,13721,0,0,0,175817547,8761609,15765367,0,0,
676,13722,0,0,0,175822009,8761788,15765689,0,0,
677,13723,0,0,0,175824997,8761943,15765968,0,0,
678,13723,0,0,0,175824997,8761943,15765968,0,0,
679,13725,0,0,0,175846776,8762592,15767135,0,0,
680,13729,0,0,0,175874533,8763541,15768841,0,0,
681,13730,0,0,0,175877617,8763665,15769064,0,0,
682,13732,0,0,0,175889108,8764126,15769893,0,0,
683,13734,0,0,0,175918081,8765575,15772501,0,0,
684,13735,0,0,0,175927356,8765910,15773104,0,0,
685,13735,0,0,0,175927356,8765910,15773104,0,0,
686,13735,0,0,0,175927356,8765910,15773104,0,0,
687,13735,0,0,0,175927356,8765910,15773104,0,0,
688,13736,0,0,0,175932436,8766092,15773431,0,0,
689,13736,0,0,0,175932436,8766092,15773431,0,0,
690,13737,0,0,0,175936881,8766303,15773810,0,0,
691,13737,0,0,0,175936881,8766303,15773810,0,0,
692,13737,0,0,0,175936881,8766303,15773810,0,0,
693,13740,0,0,0,175966805,8767562,15776075,0,0,
694,13741,0,0,0,175993760,8768778,15778263,0,0,
695,13742,0,0,0,176002416,8769128,15778893,0,0,
696,13744,0,0,0,176093192,8773733,15787181,0,0,
697,13747,0,0,0,176165920,8777260,15793528,0,0,
698,13748,0,0,0,176169135,8777381,15793745,0,0,
699,13749,0,0,0,176178407,8777650,15794229,0,0,
700,13750,0,0,0,176219731,8779769,15798043,0,0,
701,13751,0,0,0,176223372,8779914,15798304,0,0,
702,13751,0,0,0,176223372,8779914,15798304,0,0,
703,13752,0,0,0,176229535,8780212,15798840,0,0,
704,13753,0,0,0,176342669,8784897,15807273,0,0,
705,13754,0,0,0,176347809,8785126,15807685,0,0,
706,13754,0,0,0,176347809,8785126,15807685,0,0,
707,13754,0,0,0,176347809,8785126,15807685,0,0,
708,13754,0,0,0,176347809,8785126,15807685,0,0,
709,13754,0,0,0,176347809,8785126,15807685,0,0,
710,13754,0,0,0,176347809,8785126,15807685,0,0,
711,13754,0,0,0,176347809,8785126,15807685,0,0,
712,13755,0,0,0,176355374,8785306,15808009,0,0,
713,13755,0,0,0,176355374,8785306,15808009,0,0,
714,13756,0,0,0,176361190,8785605,15808547,0,0,
715,13756,0,0,0,176361190,8785605,15808547,0,0,
716,13757,0,0,0,176366312,8785830,15808952,0,0,
717,13758,0,0,0,176374631,8786213,15809641,0,0,
718,13759,0,0,0,176381301,8786382,15809945,0,0,
719,13759,0,0,0,176381301,8786382,15809945,0,0,
720,13759,0,0,0,176381301,8786382,15809945,0,0,
721,13759,0,0,0,176381301,8786382,15809945,0,0,
722,13759,0,0,0,176381301,8786382,15809945,0,0,
723,13759,0,0,0,176381301,8786382,15809945,0,0,
724,13759,0,0,0,176381301,8786382,15809945,0,0,
725,13759,0,0,0,176381301,8786382,15809945,0,0,
726,13759,0,0,0,176381301,8786382,15809945,0,0,
727,13759,0,0,0,176381301,8786382,15809945,0,0,
728,13759,0,0,0,176381301,8786382,15809945,0,0,
729,13759,0,0,0,176381301,8786382,15809945,0,0,
730,13759,0,0,0,176381301,8786382,15809945,0,0,
731,13759,0,0,0,176381301,8786382,15809945,0,0,
732,13759,0,0,0,176381301,8786382,15809945,0,0,
733,13759,0,0,0,176381301,8786382,15809945,0,0,
734,13759,0,0,0,176381301,8786382,15809945,0,0,
735,13759,0,0,0,176381301,8786382,15809945,0,0,
736,13759,0,0,0,176381301,8786382,15809945,0,0,
737,13759,0,0,0,176381301,8786382,15809945,0,0,
738,13759,0,0,0,176381301,8786382,15809945,0,0,
739,13759,0,0,0,176381301,8786382,15809945,0,0,
740,13759,0,0,0,176381301,8786382,15809945,0,0,
741,13759,0,0,0,176381301,8786382,15809945,0,0,
742,13759,0,0,0,176381301,8786382,15809945,0,0,
743,13759,0,0,0,176381301,8786382,15809945,0,0,
744,13759,0,0,0,176381301,8786382,15809945,0,0,
745,13759,0,0,0,176381301,8786382,15809945,0,0,
746,13759,0,0,0,176381301,8786382,15809945,0,0,
747,13759,0,0,0,176381301,8786382,15809945,0,0,
748,13759,0,0,0,176381301,8786382,15809945,0,0,
749,13759,0,0,0,176381301,8786382,15809945,0,0,
750,13759,0,0,0,176381301,8786382,15809945,0,0,
751,13759,0,0,0,176381301,8786382,15809945,0,0,
752,13759,0,0,0,176381301,8786382,15809945,0,0,
753,13759,0,0,0,176381301,8786382,15809945,0,0,
754,13759,0,0,0,176381301,8786382,15809945,0,0,
755,13759,0,0,0,176381301,8786382,15809945,0,0,
756,13759,0,0,0,176381301,8786382,15809945,0,0,
757,13759,0,0,0,176381301,8786382,15809945,0,0,
758,13759,0,0,0,176381301,8786382,15809945,0,0,
759,13759,0,0,0,176381301,8786382,15809945,0,0,
760,13759,0,0,0,176381301,8786382,15809945,0,0,
761,13759,0,0,0,176381301,8786382,15809945,0,0,
762,13759,0,0,0,176381301,8786382,15809945,0,0,
763,13759,0,0,0,176381301,8786382,15809945,0,0,
764,13759,0,0,0,176381301,8786382,15809945,0,0,
765,13759,0,0,0,176381301,8786382,15809945,0,0,
766,13759,0,0,0,176381301,8786382,15809945,0,0,
767,13759,0,0,0,176381301,8786382,15809945,0,0,
768,13759,0,0,0,176381301,8786382,15809945,0,0,
769,13759,0,0,0,176381301,8786382,15809945,0,0,
770,13759,0,0,0,176381301,8786382,15809945,0,0,
771,13759,0,0,0,176381301,8786382,15809945,0,0,
772,13759,0,0,0,176381301,8786382,15809945,0,0,
773,13759,0,0,0,176381301,8786382,15809945,0,0,
774,13759,0,0,0,176381301,8786382,15809945,0,0,
775,13759,0,0,0,176381301,8786382,15809945,0,0,
776,13759,0,0,0,176381301,8786382,15809945,0,0,
777,13759,0,0,0,176381301,8786382,15809945,0,0,
778,13759,0,0,0,176381301,8786382,15809945,0,0,
779,13759,0,0,0,176381301,8786382,15809945,0,0,
780,13759,0,0,0,176381301,8786382,15809945,0,0,
781,13759,0,0,0,176381301,8786382,15809945,0,0,
782,13759,0,0,0,176381301,8786382,15809945,0,0,
783,13759,0,0,0,176381301,8786382,15809945,0,0,
784,13759,0,0,0,176381301,8786382,15809945,0,0,
785,13759,0,0,0,176381301,8786382,15809945,0,0,
786,13759,0,0,0,176381301,8786382,15809945,0,0,
787,13759,0,0,0,176381301,8786382,15809945,0,0,
788,13759,0,0,0,176381301,8786382,15809945,0,0,
789,13759,0,0,0,176381301,8786382,15809945,0,0,
790,13759,0,0,0,176381301,8786382,15809945,0,0,
791,13759,0,0,0,176381301,8786382,15809945,0,0,
792,13759,0,0,0,176381301,8786382,15809945,0,0,
793,13759,0,0,0,176381301,8786382,15809945,0,0,
794,13759,0,0,0,176381301,8786382,15809945,0,0,
795,13759,0,0,0,176381301,8786382,15809945,0,0,
796,13759,0,0,0,176381301,8786382,15809945,0,0,
797,13759,0,0,0,176381301,8786382,15809945,0,0,
798,13759,0,0,0,176381301,8786382,15809945,0,0,
799,13759,0,0,0,176381301,8786382,15809945,0,0,
800,13759,0,0,0,176381301,8786382,15809945,0,0,
801,13759,0,0,0,176381301,8786382,15809945,0,0,
802,13759,0,0,0,176381301,8786382,15809945,0,0,
803,13759,0,0,0,176381301,8786382,15809945,0,0,
804,13759,0,0,0,176381301,8786382,15809945,0,0,
805,13759,0,0,0,176381301,8786382,15809945,0,0,
806,13759,0,0,0,176381301,8786382,15809945,0,0,
807,13759,0,0,0,176381301,8786382,15809945,0,0,
808,13759,0,0,0,176381301,8786382,15809945,0,0,
809,13759,0,0,0,176381301,8786382,15809945,0,0,
810,13759,0,0,0,176381301,8786382,15809945,0,0,
811,13759,0,0,0,176381301,8786382,15809945,0,0,
812,13759,0,0,0,176381301,8786382,15809945,0,0,
813,13759,0,0,0,176381301,8786382,15809945,0,0,
814,13759,0,0,0,176381301,8786382,15809945,0,0,
815,13759,0,0,0,176381301,8786382,15809945,0,0,
816,13759,0,0,0,176381301,8786382,15809945,0,0,
817,13759,0,0,0,176381301,8786382,15809945,0,0,
818,13759,0,0,0,176381301,8786382,15809945,0,0,
819,13759,0,0,0,176381301,8786382,15809945,0,0,
820,13759,0,0,0,176381301,8786382,15809945,0,0,
821,13759,0,0,0,176381301,8786382,15809945,0,0,
822,13759,0,0,0,176381301,8786382,15809945,0,0,
823,13759,0,0,0,176381301,8786382,15809945,0,0,
824,13759,0,0,0,176381301,8786382,15809945,0,0,
825,13759,0,0,0,176381301,8786382,15809945,0,0,
826,13759,0,0,0,176381301,8786382,15809945,0,0,
827,13759,0,0,0,176381301,8786382,15809945,0,0,
828,13759,0,0,0,176381301,8786382,15809945,0,0,
829,13759,0,0,0,176381301,8786382,15809945,0,0,
830,13759,0,0,0,176381301,8786382,15809945,0,0,
831,13759,0,0,0,176381301,8786382,15809945,0,0,
832,13759,0,0,0,176381301,8786382,15809945,0,0,
833,13759,0,0,0,176381301,8786382,15809945,0,0,
834,13759,0,0,0,176381301,8786382,15809945,0,0,
835,13759,0,0,0,176381301,8786382,15809945,0,0,
836,13759,0,0,0,176381301,8786382,15809945,0,0,
837,13759,0,0,0,176381301,8786382,15809945,0,0,
838,13759,0,0,0,176381301,8786382,15809945,0,0,
839,13759,0,0,0,176381301,8786382,15809945,0,0,
840,13759,0,0,0,176381301,8786382,15809945,0,0,
841,13759,0,0,0,176381301,8786382,15809945,0,0,
842,13759,0,0,0,176381301,8786382,15809945,0,0,
843,13759,0,0,0,176381301,8786382,15809945,0,0,
844,13759,0,0,0,176381301,8786382,15809945,0,0,
845,13759,0,0,0,176381301,8786382,15809945,0,0,
846,13759,0,0,0,176381301,8786382,15809945,0,0,
847,13759,0,0,0,176381301,8786382,15809945,0,0,
848,13759,0,0,0,176381301,8786382,15809945,0,0,
849,13759,0,0,0,176381301,8786382,15809945,0,0,
850,13759,0,0,0,176381301,8786382,15809945,0,0,
851,13759,0,0,0,176381301,8786382,15809945,0,0,
852,13759,0,0,0,176381301,8786382,15809945,0,0,
853,13759,0,0,0,176381301,8786382,15809945,0,0,
854,13759,0,0,0,176381301,8786382,15809945,0,0,
855,13759,0,0,0,176381301,8786382,15809945,0,0,
856,13759,0,0,0,176381301,8786382,15809945,0,0,
857,13759,0,0,0,176381301,8786382,15809945,0,0,
858,13759,0,0,0,176381301,8786382,15809945,0,0,
859,13759,0,0,0,176381301,8786382,15809945,0,0,
860,13759,0,0,0,176381301,8786382,15809945,0,0,
861,13759,0,0,0,176381301,8786382,15809945,0,0,
862,13759,0,0,0,176381301,8786382,15809945,0,0,
863,13759,0,0,0,176381301,8786382,15809945,0,0,
864,13759,0,0,0,176381301,8786382,15809945,0,0,
865,13759,0,0,0,176381301,8786382,15809945,0,0,
866,13759,0,0,0,176381301,8786382,15809945,0,0,
867,13759,0,0,0,176381301,8786382,15809945,0,0,
868,13759,0,0,0,176381301,8786382,15809945,0,0,
869,13759,0,0,0,176381301,8786382,15809945,0,0,
870,13759,0,0,0,176381301,8786382,15809945,0,0,
871,13759,0,0,0,176381301,8786382,15809945,0,0,
872,13759,0,0,0,176381301,8786382,15809945,0,0,
873,13759,0,0,0,176381301,8786382,15809945,0,0,
874,13759,0,0,0,176381301,8786382,15809945,0,0,
875,13759,0,0,0,176381301,8786382,15809945,0,0,
876,13759,0,0,0,176381301,8786382,15809945,0,0,
877,13759,0,0,0,176381301,8786382,15809945,0,0,
878,13759,0,0,0,176381301,8786382,15809945,0,0,
879,13759,0,0,0,176381301,8786382,15809945,0,0,
880,13759,0,0,0,176381301,8786382,15809945,0,0,
881,13759,0,0,0,176381301,8786382,15809945,0,0,
882,13759,0,0,0,176381301,8786382,15809945,0,0,
883,13759,0,0,0,176381301,8786382,15809945,0,0,
884,13759,0,0,0,176381301,8786382,15809945,0,0,
885,13759,0,0,0,176381301,8786382,15809945,0,0,
886,13759,0,0,0,176381301,8786382,15809945,0,0,
887,13759,0,0,0,176381301,8786382,15809945,0,0,
888,13759,0,0,0,176381301,8786382,15809945,0,0,
889,13759,0,0,0,176381301,8786382,15809945,0,0,
890,13759,0,0,0,176381301,8786382,15809945,0,0,
891,13759,0,0,0,176381301,8786382,15809945,0,0,
892,13759,0,0,0,176381301,8786382,15809945,0,0,
893,13759,0,0,0,176381301,8786382,15809945,0,0,
894,13759,0,0,0,176381301,8786382,15809945,0,0,
895,13759,0,0,0,176381301,8786382,15809945,0,0,
896,13759,0,0,0,176381301,8786382,15809945,0,0,
897,13759,0,0,0,176381301,8786382,15809945,0,0,
898,13759,0,0,0,176381301,8786382,15809945,0,0,
899,13759,0,0,0,176381301,8786382,15809945,0,0,
900,13759,0,0,0,176381301,8786382,15809945,0,0,
901,13759,0,0,0,176381301,8786382,15809945,0,0,
902,13759,0,0,0,176381301,8786382,15809945,0,0,
903,13759,0,0,0,176381301,8786382,15809945,0,0,
904,13759,0,0,0,176381301,8786382,15809945,0,0,
905,13759,0,0,0,176381301,8786382,15809945,0,0,
906,13759,0,0,0,176381301,8786382,15809945,0,0,
907,13759,0,0,0,176381301,8786382,15809945,0,0,
908,13759,0,0,0,176381301,8786382,15809945,0,0,
909,13759,0,0,0,176381301,8786382,15809945,0,0,
910,13759,0,0,0,176381301,8786382,15809945,0,0,
911,13759,0,0,0,176381301,8786382,15809945,0,0,
912,13759,0,0,0,176381301,8786382,15809945,0,0,
913,13759,0,0,0,176381301,8786382,15809945,0,0,
914,13759,0,0,0,176381301,8786382,15809945,0,0,
915,13759,0,0,0,176381301,8786382,15809945,0,0,
916,13759,0,0,0,176381301,8786382,15809945,0,0,
917,13759,0,0,0,176381301,8786382,15809945,0,0,
918,13759,0,0,0,176381301,8786382,15809945,0,0,
919,13759,0,0,0,176381301,8786382,15809945,0,0,
920,13759,0,0,0,176381301,8786382,15809945,0,0,
921,13759,0,0,0,176381301,8786382,15809945,0,0,
922,13759,0,0,0,176381301,8786382,15809945,0,0,
923,13759,0,0,0,176381301,8786382,15809945,0,0,
924,13759,0,0,0,176381301,8786382,15809945,0,0,
925,13759,0,0,0,176381301,8786382,15809945,0,0,
926,13759,0,0,0,176381301,8786382,15809945,0,0,
927,13759,0,0,0,176381301,8786382,15809945,0,0,
928,13759,0,0,0,176381301,8786382,15809945,0,0,
929,13759,0,0,0,176381301,8786382,15809945,0,0,
930,13759,0,0,0,176381301,8786382,15809945,0,0,
931,13759,0,0,0,176381301,8786382,15809945,0,0,
932,13759,0,0,0,176381301,8786382,15809945,0,0,
933,13759,0,0,0,176381301,8786382,15809945,0,0,
934,13759,0,0,0,176381301,8786382,15809945,0,0,
935,13759,0,0,0,176381301,8786382,15809945,0,0,
936,13759,0,0,0,176381301,8786382,15809945,0,0,
937,13759,0,0,0,176381301,8786382,15809945,0,0,
938,13759,0,0,0,176381301,8786382,15809945,0,0,
939,13759,0,0,0,176381301,8786382,15809945,0,0,
940,13759,0,0,0,176381301,8786382,15809945,0,0,
941,13759,0,0,0,176381301,8786382,15809945,0,0,
942,13759,0,0,0,176381301,8786382,15809945,0,0,
943,13759,0,0,0,176381301,8786382,15809945,0,0,
944,13759,0,0,0,176381301,8786382,15809945,0,0,
945,13759,0,0,0,176381301,8786382,15809945,0,0,
946,13759,0,0,0,176381301,8786382,15809945,0,0,
947,13759,0,0,0,176381301,8786382,15809945,0,0,
948,13759,0,0,0,176381301,8786382,15809945,0,0,
949,13759,0,0,0,176381301,8786382,15809945,0,0,
950,13759,0,0,0,176381301,8786382,15809945,0,0,
951,13759,0,0,0,176381301,8786382,15809945,0,0,
952,13759,0,0,0,176381301,8786382,15809945,0,0,
953,13759,0,0,0,176381301,8786382,15809945,0,0,
954,13759,0,0,0,176381301,8786382,15809945,0,0,
955,13759,0,0,0,176381301,8786382,15809945,0,0,
956,13759,0,0,0,176381301,8786382,15809945,0,0,
957,13759,0,0,0,176381301,8786382,15809945,0,0,
958,13759,0,0,0,176381301,8786382,15809945,0,0,
959,13759,0,0,0,176381301,8786382,15809945,0,0,
960,13759,0,0,0,176381301,8786382,15809945,0,0,
961,13759,0,0,0,176381301,8786382,15809945,0,0,
962,13759,0,0,0,176381301,8786382,15809945,0,0,
963,13759,0,0,0,176381301,8786382,15809945,0,0,
964,13759,0,0,0,176381301,8786382,15809945,0,0,
965,13759,0,0,0,176381301,8786382,15809945,0,0,
966,13759,0,0,0,176381301,8786382,15809945,0,0,
967,13759,0,0,0,176381301,8786382,15809945,0,0,
968,13759,0,0,0,176381301,8786382,15809945,0,0,
969,13759,0,0,0,176381301,8786382,15809945,0,0,
970,13759,0,0,0,176381301,8786382,15809945,0,0,
971,13759,0,0,0,176381301,8786382,15809945,0,0,
972,13759,0,0,0,176381301,8786382,15809945,0,0,
973,13759,0,0,0,176381301,8786382,15809945,0,0,
974,13759,0,0,0,176381301,8786382,15809945,0,0,
975,13759,0,0,0,176381301,8786382,15809945,0,0,
976,13759,0,0,0,176381301,8786382,15809945,0,0,
977,13759,0,0,0,176381301,8786382,15809945,0,0,
978,13759,0,0,0,176381301,8786382,15809945,0,0,
979,13759,0,0,0,176381301,8786382,15809945,0,0,
980,13759,0,0,0,176381301,8786382,15809945,0,0,
981,13759,0,0,0,176381301,8786382,15809945,0,0,
