Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples,
982,13759,0,0,0,176381301,8786382,15809945,0,0,
983,13759,0,0,0,176381301,8786382,15809945,0,0,
984,13759,0,0,0,176381301,8786382,15809945,0,0,
985,13759,0,0,0,176381301,8786382,15809945,0,0,
986,13759,0,0,0,176381301,8786382,15809945,0,0,
987,13759,0,0,0,176381301,8786382,15809945,0,0,
988,13759,0,0,0,176381301,8786382,15809945,0,0,
989,13759,0,0,0,176381301,8786382,15809945,0,0,
990,13759,0,0,0,176381301,8786382,15809945,0,0,
991,13759,0,0,0,176381301,8786382,15809945,0,0,
992,13759,0,0,0,176381301,8786382,15809945,0,0,
993,13759,0,0,0,176381301,8786382,15809945,0,0,
994,13759,0,0,0,176381301,8786382,15809945,0,0,
995,13759,0,0,0,176381301,8786382,15809945,0,0,
996,13759,0,0,0,176381301,8786382,15809945,0,0,
997,13759,0,0,0,176381301,8786382,15809945,0,0,
998,13759,0,0,0,176381301,8786382,15809945,0,0,
999,13759,0,0,0,176381301,8786382,15809945,0,0,
1000,13759,0,0,0,176381301,8786382,15809945,0,0,
1001,13759,0,0,0,176381301,8786382,15809945,0,0,
1002,13759,0,0,0,176381301,8786382,15809945,0,0,
1003,13759,0,0,0,176381301,8786382,15809945,0,0,
1004,13759,0,0,0,176381301,8786382,15809945,0,0,
1005,13759,0,0,0,176381301,8786382,15809945,0,0,
1006,13759,0,0,0,176381301,8786382,15809945,0,0,
1007,13759,0,0,0,176381301,8786382,15809945,0,0,
1008,13759,0,0,0,176381301,8786382,15809945,0,0,
1009,13759,0,0,0,176381301,8786382,15809945,0,0,
1010,13759,0,0,0,176381301,8786382,15809945,0,0,
1011,13759,0,0,0,176381301,8786382,15809945,0,0,
1012,13759,0,0,0,176381301,8786382,15809945,0,0,
1013,13759,0,0,0,176381301,8786382,15809945,0,0,
1014,13759,0,0,0,176381301,8786382,15809945,0,0,
1015,13759,0,0,0,176381301,8786382,15809945,0,0,
1016,13759,0,0,0,176381301,8786382,15809945,0,0,
1017,13759,0,0,0,176381301,8786382,15809945,0,0,
1018,13759,0,0,0,176381301,8786382,15809945,0,0,
1019,13759,0,0,0,176381301,8786382,15809945,0,0,
1020,13759,0,0,0,176381301,8786382,15809945,0,0,
1021,13759,0,0,0,176381301,8786382,15809945,0,0,
1022,13759,0,0,0,176381301,8786382,15809945,0,0,
1023,13759,0,0,0,176381301,8786382,15809945,0,0,
1024,13759,0,0,0,176381301,8786382,15809945,0,0,
1025,13759,0,0,0,176381301,8786382,15809945,0,0,
1026,13759,0,0,0,176381301,8786382,15809945,0,0,
1027,13759,0,0,0,176381301,8786382,15809945,0,0,
1028,13759,0,0,0,176381301,8786382,15809945,0,0,
1029,13759,0,0,0,176381301,8786382,15809945,0,0,
1030,13759,0,0,0,176381301,8786382,15809945,0,0,
1031,13759,0,0,0,176381301,8786382,15809945,0,0,
1032,13759,0,0,0,176381301,8786382,15809945,0,0,
1033,13759,0,0,0,176381301,8786382,15809945,0,0,
1034,13759,0,0,0,176381301,8786382,15809945,0,0,
1035,13759,0,0,0,176381301,8786382,15809945,0,0,
1036,13759,0,0,0,176381301,8786382,15809945,0,0,
1037,13759,0,0,0,176381301,8786382,15809945,0,0,
1038,13759,0,0,0,176381301,8786382,15809945,0,0,
1039,13759,0,0,0,176381301,8786382,15809945,0,0,
1040,13759,0,0,0,176381301,8786382,15809945,0,0,
1041,13759,0,0,0,176381301,8786382,15809945,0,0,
1042,13759,0,0,0,176381301,8786382,15809945,0,0,
1043,13759,0,0,0,176381301,8786382,15809945,0,0,
1044,13759,0,0,0,176381301,8786382,15809945,0,0,
1045,13759,0,0,0,176381301,8786382,15809945,0,0,
1046,13759,0,0,0,176381301,8786382,15809945,0,0,
1047,13759,0,0,0,176381301,8786382,15809945,0,0,
1048,13759,0,0,0,176381301,8786382,15809945,0,0,
1049,13759,0,0,0,176381301,8786382,15809945,0,0,
1050,13759,0,0,0,176381301,8786382,15809945,0,0,
1051,13759,0,0,0,176381301,8786382,15809945,0,0,
1052,13759,0,0,0,176381301,8786382,15809945,0,0,
1053,13759,0,0,0,176381301,8786382,15809945,0,0,
1054,13759,0,0,0,176381301,8786382,15809945,0,0,
1055,13759,0,0,0,176381301,8786382,15809945,0,0,
1056,13759,0,0,0,176381301,8786382,15809945,0,0,
1057,13759,0,0,0,176381301,8786382,15809945,0,0,
1058,13759,0,0,0,176381301,8786382,15809945,0,0,
1059,13759,0,0,0,176381301,8786382,15809945,0,0,
1060,13759,0,0,0,176381301,8786382,15809945,0,0,
1061,13759,0,0,0,176381301,8786382,15809945,0,0,
1062,13759,0,0,0,176381301,8786382,15809945,0,0,
1063,13759,0,0,0,176381301,8786382,15809945,0,0,
1064,13759,0,0,0,176381301,8786382,15809945,0,0,
1065,13759,0,0,0,176381301,8786382,15809945,0,0,
1066,13759,0,0,0,176381301,8786382,15809945,0,0,
1067,13759,0,0,0,176381301,8786382,15809945,0,0,
1068,13759,0,0,0,176381301,8786382,15809945,0,0,
1069,13759,0,0,0,176381301,8786382,15809945,0,0,
1070,13759,0,0,0,176381301,8786382,15809945,0,0,
1071,13759,0,0,0,176381301,8786382,15809945,0,0,
1072,13759,0,0,0,176381301,8786382,15809945,0,0,
1073,13759,0,0,0,176381301,8786382,15809945,0,0,
1074,13759,0,0,0,176381301,8786382,15809945,0,0,
1075,13759,0,0,0,176381301,8786382,15809945,0,0,
1076,13759,0,0,0,176381301,8786382,15809945,0,0,
1077,13759,0,0,0,176381301,8786382,15809945,0,0,
1078,13759,0,0,0,176381301,8786382,15809945,0,0,
1079,13759,0,0,0,176381301,8786382,15809945,0,0,
1080,13759,0,0,0,176381301,8786382,15809945,0,0,
1081,13759,0,0,0,176381301,8786382,15809945,0,0,
1082,13759,0,0,0,176381301,8786382,15809945,0,0,
1083,13759,0,0,0,176381301,8786382,15809945,0,0,
1084,13759,0,0,0,176381301,8786382,15809945,0,0,
1085,13759,0,0,0,176381301,8786382,15809945,0,0,
1086,13759,0,0,0,176381301,8786382,15809945,0,0,
1087,13759,0,0,0,176381301,8786382,15809945,0,0,
1088,13759,0,0,0,176381301,8786382,15809945,0,0,
1089,13759,0,0,0,176381301,8786382,15809945,0,0,
1090,13759,0,0,0,176381301,8786382,15809945,0,0,
1091,13759,0,0,0,176381301,8786382,15809945,0,0,
1092,13759,0,0,0,176381301,8786382,15809945,0,0,
1093,13759,0,0,0,176381301,8786382,15809945,0,0,
1094,13759,0,0,0,176381301,8786382,15809945,0,0,
1095,13759,0,0,0,176381301,8786382,15809945,0,0,
1096,13759,0,0,0,176381301,8786382,15809945,0,0,
1097,13759,0,0,0,176381301,8786382,15809945,0,0,
1098,13759,0,0,0,176381301,8786382,15809945,0,0,
1099,13759,0,0,0,176381301,8786382,15809945,0,0,
1100,13759,0,0,0,176381301,8786382,15809945,0,0,
1101,13759,0,0,0,176381301,8786382,15809945,0,0,
1102,13759,0,0,0,176381301,8786382,15809945,0,0,
1103,13759,0,0,0,176381301,8786382,15809945,0,0,
1104,13759,0,0,0,176381301,8786382,15809945,0,0,
1105,13759,0,0,0,176381301,8786382,15809945,0,0,
1106,13759,0,0,0,176381301,8786382,15809945,0,0,
1107,13759,0,0,0,176381301,8786382,15809945,0,0,
1108,13759,0,0,0,176381301,8786382,15809945,0,0,
1109,13759,0,0,0,176381301,8786382,15809945,0,0,
1110,13759,0,0,0,176381301,8786382,15809945,0,0,
1111,13759,0,0,0,176381301,8786382,15809945,0,0,
1112,13759,0,0,0,176381301,8786382,15809945,0,0,
1113,13759,0,0,0,176381301,8786382,15809945,0,0,
1114,13759,0,0,0,176381301,8786382,15809945,0,0,
1115,13759,0,0,0,176381301,8786382,15809945,0,0,
1116,13759,0,0,0,176381301,8786382,15809945,0,0,
1117,13759,0,0,0,176381301,8786382,15809945,0,0,
1118,13759,0,0,0,176381301,8786382,15809945,0,0,
1119,13759,0,0,0,176381301,8786382,15809945,0,0,
1120,13759,0,0,0,176381301,8786382,15809945,0,0,
1121,13759,0,0,0,176381301,8786382,15809945,0,0,
1122,13759,0,0,0,176381301,8786382,15809945,0,0,
1123,13759,0,0,0,176381301,8786382,15809945,0,0,
1124,13759,0,0,0,176381301,8786382,15809945,0,0,
1125,13759,0,0,0,176381301,8786382,15809945,0,0,
1126,13759,0,0,0,176381301,8786382,15809945,0,0,
1127,13759,0,0,0,176381301,8786382,15809945,0,0,
1128,13759,0,0,0,176381301,8786382,15809945,0,0,
1129,13759,0,0,0,176381301,8786382,15809945,0,0,
1130,13759,0,0,0,176381301,8786382,15809945,0,0,
1131,13759,0,0,0,176381301,8786382,15809945,0,0,
1132,13759,0,0,0,176381301,8786382,15809945,0,0,
1133,13759,0,0,0,176381301,8786382,15809945,0,0,
1134,13759,0,0,0,176381301,8786382,15809945,0,0,
1135,13759,0,0,0,176381301,8786382,15809945,0,0,
1136,13759,0,0,0,176381301,8786382,15809945,0,0,
1137,13759,0,0,0,176381301,8786382,15809945,0,0,
1138,13759,0,0,0,176381301,8786382,15809945,0,0,
1139,13759,0,0,0,176381301,8786382,15809945,0,0,
1140,13759,0,0,0,176381301,8786382,15809945,0,0,
1141,13759,0,0,0,176381301,8786382,15809945,0,0,
1142,13759,0,0,0,176381301,8786382,15809945,0,0,
1143,13759,0,0,0,176381301,8786382,15809945,0,0,
1144,13759,0,0,0,176381301,8786382,15809945,0,0,
1145,13759,0,0,0,176381301,8786382,15809945,0,0,
1146,13759,0,0,0,176381301,8786382,15809945,0,0,
1147,13759,0,0,0,176381301,8786382,15809945,0,0,
1148,13759,0,0,0,176381301,8786382,15809945,0,0,
1149,13759,0,0,0,176381301,8786382,15809945,0,0,
1150,13759,0,0,0,176381301,8786382,15809945,0,0,
1151,13759,0,0,0,176381301,8786382,15809945,0,0,
1152,13759,0,0,0,176381301,8786382,15809945,0,0,
1153,13759,0,0,0,176381301,8786382,15809945,0,0,
1154,13759,0,0,0,176381301,8786382,15809945,0,0,
1155,13759,0,0,0,176381301,8786382,15809945,0,0,
1156,13759,0,0,0,176381301,8786382,15809945,0,0,
1157,13759,0,0,0,176381301,8786382,15809945,0,0,
1158,13759,0,0,0,176381301,8786382,15809945,0,0,
1159,13759,0,0,0,176381301,8786382,15809945,0,0,
1160,13759,0,0,0,176381301,8786382,15809945,0,0,
1161,13759,0,0,0,176381301,8786382,15809945,0,0,
1162,13759,0,0,0,176381301,8786382,15809945,0,0,
1163,13759,0,0,0,176381301,8786382,15809945,0,0,
1164,13759,0,0,0,176381301,8786382,15809945,0,0,
1165,13759,0,0,0,176381301,8786382,15809945,0,0,
1166,13759,0,0,0,176381301,8786382,15809945,0,0,
1167,13759,0,0,0,176381301,8786382,15809945,0,0,
1168,13759,0,0,0,176381301,8786382,15809945,0,0,
1169,13759,0,0,0,176381301,8786382,15809945,0,0,
1170,13759,0,0,0,176381301,8786382,15809945,0,0,
1171,13759,0,0,0,176381301,8786382,15809945,0,0,
1172,13759,0,0,0,176381301,8786382,15809945,0,0,
1173,13759,0,0,0,176381301,8786382,15809945,0,0,
1174,13759,0,0,0,176381301,8786382,15809945,0,0,
1175,13759,0,0,0,176381301,8786382,15809945,0,0,
1176,13759,0,0,0,176381301,8786382,15809945,0,0,
1177,13759,0,0,0,176381301,8786382,15809945,0,0,
1178,13759,0,0,0,176381301,8786382,15809945,0,0,
1179,13759,0,0,0,176381301,8786382,15809945,0,0,
1180,13759,0,0,0,176381301,8786382,15809945,0,0,
1181,13759,0,0,0,176381301,8786382,15809945,0,0,
1182,13759,0,0,0,176381301,8786382,15809945,0,0,
1183,13759,0,0,0,176381301,8786382,15809945,0,0,
1184,13759,0,0,0,176381301,8786382,15809945,0,0,
1185,13759,0,0,0,176381301,8786382,15809945,0,0,
1186,13759,0,0,0,176381301,8786382,15809945,0,0,
1187,13759,0,0,0,176381301,8786382,15809945,0,0,
1188,13759,0,0,0,176381301,8786382,15809945,0,0,
1189,13759,0,0,0,176381301,8786382,15809945,0,0,
1190,13759,0,0,0,176381301,8786382,15809945,0,0,
1191,13759,0,0,0,176381301,8786382,15809945,0,0,
1192,13759,0,0,0,176381301,8786382,15809945,0,0,
1193,13759,0,0,0,176381301,8786382,15809945,0,0,
1194,13759,0,0,0,176381301,8786382,15809945,0,0,
1195,13759,0,0,0,176381301,8786382,15809945,0,0,
1196,13759,0,0,0,176381301,8786382,15809945,0,0,
1197,13759,0,0,0,176381301,8786382,15809945,0,0,
1198,13759,0,0,0,176381301,8786382,15809945,0,0,
1199,13759,0,0,0,176381301,8786382,15809945,0,0,
1200,13759,0,0,0,176381301,8786382,15809945,0,0,
1201,13759,0,0,0,176381301,8786382,15809945,0,0,
1202,13759,0,0,0,176381301,8786382,15809945,0,0,
1203,13759,0,0,0,176381301,8786382,15809945,0,0,
1204,13759,0,0,0,176381301,8786382,15809945,0,0,
1205,13759,0,0,0,176381301,8786382,15809945,0,0,
1206,13759,0,0,0,176381301,8786382,15809945,0,0,
1207,13759,0,0,0,176381301,8786382,15809945,0,0,
1208,13759,0,0,0,176381301,8786382,15809945,0,0,
1209,13759,0,0,0,176381301,8786382,15809945,0,0,
1210,13759,0,0,0,176381301,8786382,15809945,0,0,
1211,13759,0,0,0,176381301,8786382,15809945,0,0,
1212,13759,0,0,0,176381301,8786382,15809945,0,0,
1213,13759,0,0,0,176381301,8786382,15809945,0,0,
1214,13759,0,0,0,176381301,8786382,15809945,0,0,
1215,13759,0,0,0,176381301,8786382,15809945,0,0,
1216,13759,0,0,0,176381301,8786382,15809945,0,0,
1217,13759,0,0,0,176381301,8786382,15809945,0,0,
1218,13759,0,0,0,176381301,8786382,15809945,0,0,
1219,13759,0,0,0,176381301,8786382,15809945,0,0,
1220,13759,0,0,0,176381301,8786382,15809945,0,0,
1221,13759,0,0,0,176381301,8786382,15809945,0,0,
1222,13759,0,0,0,176381301,8786382,15809945,0,0,
1223,13759,0,0,0,176381301,8786382,15809945,0,0,
1224,13759,0,0,0,176381301,8786382,15809945,0,0,
1225,13759,0,0,0,176381301,8786382,15809945,0,0,
1226,13759,0,0,0,176381301,8786382,15809945,0,0,
1227,13759,0,0,0,176381301,8786382,15809945,0,0,
1228,13759,0,0,0,176381301,8786382,15809945,0,0,
1229,13759,0,0,0,176381301,8786382,15809945,0,0,
1230,13759,0,0,0,176381301,8786382,15809945,0,0,
1231,13759,0,0,0,176381301,8786382,15809945,0,0,
1232,13759,0,0,0,176381301,8786382,15809945,0,0,
1233,13759,0,0,0,176381301,8786382,15809945,0,0,
1234,13759,0,0,0,176381301,8786382,15809945,0,0,
1235,13759,0,0,0,176381301,8786382,15809945,0,0,
1236,13759,0,0,0,176381301,8786382,15809945,0,0,
1237,13759,0,0,0,176381301,8786382,15809945,0,0,
1238,13759,0,0,0,176381301,8786382,15809945,0,0,
1239,13759,0,0,0,176381301,8786382,15809945,0,0,
1240,13759,0,0,0,176381301,8786382,15809945,0,0,
1241,13759,0,0,0,176381301,8786382,15809945,0,0,
1242,13759,0,0,0,176381301,8786382,15809945,0,0,
1243,13759,0,0,0,176381301,8786382,15809945,0,0,
1244,13759,0,0,0,176381301,8786382,15809945,0,0,
1245,13759,0,0,0,176381301,8786382,15809945,0,0,
1246,13759,0,0,0,176381301,8786382,15809945,0,0,
1247,13759,0,0,0,176381301,8786382,15809945,0,0,
1248,13759,0,0,0,176381301,8786382,15809945,0,0,
1249,13759,0,0,0,176381301,8786382,15809945,0,0,
1250,13759,0,0,0,176381301,8786382,15809945,0,0,
1251,13759,0,0,0,176381301,8786382,15809945,0,0,
1252,13759,0,0,0,176381301,8786382,15809945,0,0,
1253,13759,0,0,0,176381301,8786382,15809945,0,0,
1254,13759,0,0,0,176381301,8786382,15809945,0,0,
1255,13759,0,0,0,176381301,8786382,15809945,0,0,
1256,13759,0,0,0,176381301,8786382,15809945,0,0,
1257,13759,0,0,0,176381301,8786382,15809945,0,0,
1258,13759,0,0,0,176381301,8786382,15809945,0,0,
1259,13759,0,0,0,176381301,8786382,15809945,0,0,
1260,13759,0,0,0,176381301,8786382,15809945,0,0,
1261,13759,0,0,0,176381301,8786382,15809945,0,0,
1262,13759,0,0,0,176381301,8786382,15809945,0,0,
1263,13759,0,0,0,176381301,8786382,15809945,0,0,
1264,13759,0,0,0,176381301,8786382,15809945,0,0,
1265,13759,0,0,0,176381301,8786382,15809945,0,0,
1266,13759,0,0,0,176381301,8786382,15809945,0,0,
1267,13759,0,0,0,176381301,8786382,15809945,0,0,
1268,13759,0,0,0,176381301,8786382,15809945,0,0,
1269,13759,0,0,0,176381301,8786382,15809945,0,0,
1270,13759,0,0,0,176381301,8786382,15809945,0,0,
1271,13759,0,0,0,176381301,8786382,15809945,0,0,
1272,13759,0,0,0,176381301,8786382,15809945,0,0,
1273,13759,0,0,0,176381301,8786382,15809945,0,0,
1274,13759,0,0,0,176381301,8786382,15809945,0,0,
1275,13759,0,0,0,176381301,8786382,15809945,0,0,
1276,13759,0,0,0,176381301,8786382,15809945,0,0,
1277,13759,0,0,0,176381301,8786382,15809945,0,0,
1278,13759,0,0,0,176381301,8786382,15809945,0,0,
1279,13759,0,0,0,176381301,8786382,15809945,0,0,
1280,13759,0,0,0,176381301,8786382,15809945,0,0,
1281,13759,0,0,0,176381301,8786382,15809945,0,0,
1282,13759,0,0,0,176381301,8786382,15809945,0,0,
1283,13759,0,0,0,176381301,8786382,15809945,0,0,
1284,13759,0,0,0,176381301,8786382,15809945,0,0,
1285,13759,0,0,0,176381301,8786382,15809945,0,0,
1286,13759,0,0,0,176381301,8786382,15809945,0,0,
1287,13759,0,0,0,176381301,8786382,15809945,0,0,
1288,13759,0,0,0,176381301,8786382,15809945,0,0,
1289,13759,0,0,0,176381301,8786382,15809945,0,0,
1290,13759,0,0,0,176381301,8786382,15809945,0,0,
1291,13759,0,0,0,176381301,8786382,15809945,0,0,
1292,13759,0,0,0,176381301,8786382,15809945,0,0,
1293,13759,0,0,0,176381301,8786382,15809945,0,0,
1294,13759,0,0,0,176381301,8786382,15809945,0,0,
1295,13759,0,0,0,176381301,8786382,15809945,0,0,
1296,13759,0,0,0,176381301,8786382,15809945,0,0,
1297,13759,0,0,0,176381301,8786382,15809945,0,0,
1298,13759,0,0,0,176381301,8786382,15809945,0,0,
1299,13759,0,0,0,176381301,8786382,15809945,0,0,
1300,13759,0,0,0,176381301,8786382,15809945,0,0,
1301,13759,0,0,0,176381301,8786382,15809945,0,0,
1302,13759,0,0,0,176381301,8786382,15809945,0,0,
1303,13759,0,0,0,176381301,8786382,15809945,0,0,
1304,13759,0,0,0,176381301,8786382,15809945,0,0,
1305,13759,0,0,0,176381301,8786382,15809945,0,0,
1306,13759,0,0,0,176381301,8786382,15809945,0,0,
1307,13759,0,0,0,176381301,8786382,15809945,0,0,
1308,13759,0,0,0,176381301,8786382,15809945,0,0,
1309,13759,0,0,0,176381301,8786382,15809945,0,0,
1310,13759,0,0,0,176381301,8786382,15809945,0,0,
1311,13759,0,0,0,176381301,8786382,15809945,0,0,
1312,13759,0,0,0,176381301,8786382,15809945,0,0,
1313,13759,0,0,0,176381301,8786382,15809945,0,0,
1314,13759,0,0,0,176381301,8786382,15809945,0,0,
1315,13759,0,0,0,176381301,8786382,15809945,0,0,
1316,13759,0,0,0,176381301,8786382,15809945,0,0,
1317,13759,0,0,0,176381301,8786382,15809945,0,0,
1318,13759,0,0,0,176381301,8786382,15809945,0,0,
1319,13759,0,0,0,176381301,8786382,15809945,0,0,
1320,13759,0,0,0,176381301,8786382,15809945,0,0,
1321,13759,0,0,0,176381301,8786382,15809945,0,0,
1322,13759,0,0,0,176381301,8786382,15809945,0,0,
1323,13759,0,0,0,176381301,8786382,15809945,0,0,
1324,13759,0,0,0,176381301,8786382,15809945,0,0,
1325,13759,0,0,0,176381301,8786382,15809945,0,0,
1326,13759,0,0,0,176381301,8786382,15809945,0,0,
1327,13759,0,0,0,176381301,8786382,15809945,0,0,
1328,13759,0,0,0,176381301,8786382,15809945,0,0,
1329,13759,0,0,0,176381301,8786382,15809945,0,0,
1330,13759,0,0,0,176381301,8786382,15809945,0,0,
1331,13759,0,0,0,176381301,8786382,15809945,0,0,
1332,13759,0,0,0,176381301,8786382,15809945,0,0,
1333,13759,0,0,0,176381301,8786382,15809945,0,0,
1334,13759,0,0,0,176381301,8786382,15809945,0,0,
1335,13759,0,0,0,176381301,8786382,15809945,0,0,
1336,13759,0,0,0,176381301,8786382,15809945,0,0,
1337,13759,0,0,0,176381301,8786382,15809945,0,0,
1338,13759,0,0,0,176381301,8786382,15809945,0,0,
1339,13759,0,0,0,176381301,8786382,15809945,0,0,
1340,13759,0,0,0,176381301,8786382,15809945,0,0,
1341,13759,0,0,0,176381301,8786382,15809945,0,0,
1342,13759,0,0,0,176381301,8786382,15809945,0,0,
1343,13759,0,0,0,176381301,8786382,15809945,0,0,
1344,13759,0,0,0,176381301,8786382,15809945,0,0,
1345,13759,0,0,0,176381301,8786382,15809945,0,0,
1346,13759,0,0,0,176381301,8786382,15809945,0,0,
1347,13759,0,0,0,176381301,8786382,15809945,0,0,
1348,13759,0,0,0,176381301,8786382,15809945,0,0,
1349,13759,0,0,0,176381301,8786382,15809945,0,0,
1350,13759,0,0,0,176381301,8786382,15809945,0,0,
1351,13759,0,0,0,176381301,8786382,15809945,0,0,
1352,13759,0,0,0,176381301,8786382,15809945,0,0,
1353,13759,0,0,0,176381301,8786382,15809945,0,0,
1354,13759,0,0,0,176381301,8786382,15809945,0,0,
1355,13759,0,0,0,176381301,8786382,15809945,0,0,
1356,13759,0,0,0,176381301,8786382,15809945,0,0,
1357,13759,0,0,0,176381301,8786382,15809945,0,0,
1358,13759,0,0,0,176381301,8786382,15809945,0,0,
1359,13759,0,0,0,176381301,8786382,15809945,0,0,
1360,13759,0,0,0,176381301,8786382,15809945,0,0,
1361,13759,0,0,0,176381301,8786382,15809945,0,0,
1362,13759,0,0,0,176381301,8786382,15809945,0,0,
1363,13759,0,0,0,176381301,8786382,15809945,0,0,
1364,13759,0,0,0,176381301,8786382,15809945,0,0,
1365,13759,0,0,0,176381301,8786382,15809945,0,0,
1366,13759,0,0,0,176381301,8786382,15809945,0,0,
1367,13759,0,0,0,176381301,8786382,15809945,0,0,
1368,13759,0,0,0,176381301,8786382,15809945,0,0,
1369,13759,0,0,0,176381301,8786382,15809945,0,0,
1370,13759,0,0,0,176381301,8786382,15809945,0,0,
1371,13759,0,0,0,176381301,8786382,15809945,0,0,
1372,13759,0,0,0,176381301,8786382,15809945,0,0,
1373,13759,0,0,0,176381301,8786382,15809945,0,0,
1374,13759,0,0,0,176381301,8786382,15809945,0,0,
1375,13759,0,0,0,176381301,8786382,15809945,0,0,
1376,13759,0,0,0,176381301,8786382,15809945,0,0,
1377,13759,0,0,0,176381301,8786382,15809945,0,0,
1378,13759,0,0,0,176381301,8786382,15809945,0,0,
1379,13759,0,0,0,176381301,8786382,15809945,0,0,
1380,13759,0,0,0,176381301,8786382,15809945,0,0,
1381,13759,0,0,0,176381301,8786382,15809945,0,0,
1382,13759,0,0,0,176381301,8786382,15809945,0,0,
1383,13759,0,0,0,176381301,8786382,15809945,0,0,
1384,13759,0,0,0,176381301,8786382,15809945,0,0,
1385,13759,0,0,0,176381301,8786382,15809945,0,0,
1386,13759,0,0,0,176381301,8786382,15809945,0,0,
1387,13759,0,0,0,176381301,8786382,15809945,0,0,
1388,13759,0,0,0,176381301,8786382,15809945,0,0,
1389,13759,0,0,0,176381301,8786382,15809945,0,0,
1390,13759,0,0,0,176381301,8786382,15809945,0,0,
1391,13759,0,0,0,176381301,8786382,15809945,0,0,
1392,13759,0,0,0,176381301,8786382,15809945,0,0,
1393,13759,0,0,0,176381301,8786382,15809945,0,0,
1394,13759,0,0,0,176381301,8786382,15809945,0,0,
1395,13759,0,0,0,176381301,8786382,15809945,0,0,
1396,13759,0,0,0,176381301,8786382,15809945,0,0,
1397,13759,0,0,0,176381301,8786382,15809945,0,0,
1398,13759,0,0,0,176381301,8786382,15809945,0,0,
1399,13759,0,0,0,176381301,8786382,15809945,0,0,
1400,13759,0,0,0,176381301,8786382,15809945,0,0,
1401,13759,0,0,0,176381301,8786382,15809945,0,0,
1402,13759,0,0,0,176381301,8786382,15809945,0,0,
1403,13759,0,0,0,176381301,8786382,15809945,0,0,
1404,13759,0,0,0,176381301,8786382,15809945,0,0,
1405,13759,0,0,0,176381301,8786382,15809945,0,0,
1406,13759,0,0,0,176381301,8786382,15809945,0,0,
1407,13759,0,0,0,176381301,8786382,15809945,0,0,
1408,13759,0,0,0,176381301,8786382,15809945,0,0,
1409,13759,0,0,0,176381301,8786382,15809945,0,0,
1410,13759,0,0,0,176381301,8786382,15809945,0,0,
1411,13759,0,0,0,176381301,8786382,15809945,0,0,
1412,13759,0,0,0,176381301,8786382,15809945,0,0,
1413,13759,0,0,0,176381301,8786382,15809945,0,0,
1414,13759,0,0,0,176381301,8786382,15809945,0,0,
1415,13759,0,0,0,176381301,8786382,15809945,0,0,
1416,13759,0,0,0,176381301,8786382,15809945,0,0,
1417,13759,0,0,0,176381301,8786382,15809945,0,0,
1418,13759,0,0,0,176381301,8786382,15809945,0,0,
1419,13759,0,0,0,176381301,8786382,15809945,0,0,
1420,13759,0,0,0,176381301,8786382,15809945,0,0,
1421,13759,0,0,0,176381301,8786382,15809945,0,0,
1422,13759,0,0,0,176381301,8786382,15809945,0,0,
1423,13759,0,0,0,176381301,8786382,15809945,0,0,
1424,13759,0,0,0,176381301,8786382,15809945,0,0,
1425,13759,0,0,0,176381301,8786382,15809945,0,0,
1426,13759,0,0,0,176381301,8786382,15809945,0,0,
1427,13759,0,0,0,176381301,8786382,15809945,0,0,
1428,13759,0,0,0,176381301,8786382,15809945,0,0,
1429,13759,0,0,0,176381301,8786382,15809945,0,0,
1430,13759,0,0,0,176381301,8786382,15809945,0,0,
1431,13759,0,0,0,176381301,8786382,15809945,0,0,
1432,13759,0,0,0,176381301,8786382,15809945,0,0,
1433,13759,0,0,0,176381301,8786382,15809945,0,0,
1434,13759,0,0,0,176381301,8786382,15809945,0,0,
1435,13759,0,0,0,176381301,8786382,15809945,0,0,
1436,13759,0,0,0,176381301,8786382,15809945,0,0,
1437,13759,0,0,0,176381301,8786382,15809945,0,0,
1438,13759,0,0,0,176381301,8786382,15809945,0,0,
1439,13759,0,0,0,176381301,8786382,15809945,0,0,
1440,13759,0,0,0,176381301,8786382,15809945,0,0,
1441,13759,0,0,0,176381301,8786382,15809945,0,0,
1442,13759,0,0,0,176381301,8786382,15809945,0,0,
1443,13759,0,0,0,176381301,8786382,15809945,0,0,
1444,13759,0,0,0,176381301,8786382,15809945,0,0,
1445,13759,0,0,0,176381301,8786382,15809945,0,0,
1446,13759,0,0,0,176381301,8786382,15809945,0,0,
1447,13759,0,0,0,176381301,8786382,15809945,0,0,
1448,13759,0,0,0,176381301,8786382,15809945,0,0,
1449,13759,0,0,0,176381301,8786382,15809945,0,0,
1450,13759,0,0,0,176381301,8786382,15809945,0,0,
1451,13759,0,0,0,176381301,8786382,15809945,0,0,
1452,13759,0,0,0,176381301,8786382,15809945,0,0,
1453,13759,0,0,0,176381301,8786382,15809945,0,0,
1454,13759,0,0,0,176381301,8786382,15809945,0,0,
1455,13759,0,0,0,176381301,8786382,15809945,0,0,
1456,13759,0,0,0,176381301,8786382,15809945,0,0,
1457,13759,0,0,0,176381301,8786382,15809945,0,0,
1458,13759,0,0,0,176381301,8786382,15809945,0,0,
1459,13759,0,0,0,176381301,8786382,15809945,0,0,
1460,13759,0,0,0,176381301,8786382,15809945,0,0,
1461,13759,0,0,0,176381301,8786382,15809945,0,0,
